00001C,RAM_bg1CamXpos,
00001E,RAM_bg1CamYpos,
000020,RAM_buttonPress,
000022,RAM_buttonPressPlayer2,
000028,RAM_buttonPressCurFram,
00002A,RAM_buttonPressCurFramPlayer2,
000032,RAM_gameState,
000034,RAM_subGameState,
00003A,RAM_frameCounter,
00003E,RAM_blackFadeCounter,
000040,RAM_whiteFadeCounter,
000042,RAM_transpEffectBG,
000044,RAM_transoEffectSprite,
000046,RAM_scrollAndMode7_setting,
000048,RAM_pointerCG_WRAM,
000054,RAM_SFXReadLPtr_Set,
000056,RAM_SFXReadLPtr_Active,
000066,RAM_pauseFlag,
000070,RAM_mainGameState,
000078,RAM_frameCounter_effectiv,
00007A,RAM_SFX_Ptr_Repeat,
00007C,RAM_simon_Lifes,
00007E,RAM_simon_PointsTillExtraLife,
000080,RAM_simon_ForceGroundBehavier,
000082,RAM_level_type,
000084,RAM_simon_DamageDeBuff,
000086,RAM_currentLevel,
000088,RAM_setSecondQuest,
00008C,RAM_disableHUDupdate,
00008E,RAM_simon_subWeapon,
000090,RAM_simon_multiShot,
000092,RAM_simon_whipType,
000094,RAM_pointerEventTracker01,
000096,RAM_pointerEventTracker02,
00009D,RAM_spritePrioManip,
0000A0,RAM_camLockLeft,
0000A2,RAM_camLockRight,
0000A4,RAM_camLockTop,
0000A6,RAM_camLockBottom,
0000A8,RAM_BG1_XposScrollSpeed,
0000AA,RAM_BG1_YposScrollSpeed,
0000AC,RAM_whip_Hit_Disable_CounterFlag,
0000AE,RAM_IndexSpecialLevelBehavier,
0000BA,RAM_subweapon_Hit_Disable_CounterFlag,
0000B6,RAM_FlagAllowOutOfBounce,
0000BC,RAM_simon_invulnerable_counter,
0000BE,RAM_buttonMapJump,
0000C0,RAM_buttonMapWhip,
0000C2,RAM_buttonMapSubWep,
0000C8,RAM_collusionDataPointer,
0000E6,RAM_RNG_1,
0000E8,RAM_RNG_2,
0000EA,RAM_RNG_3,
0000F2,RAM_HUD_RenderFlag,
0000F4,RAM_free00cleared,
0000F6,RAM_gameOverStuffs,
0000F8,RAM_free01cleared,
0000FA,RAM_free02cleared,
0000FC,RAM_XregSlotCurrent,
000100,RAM_SFX_Buffer100ByteLong,
000200,RAM_whipSlot00,
000240,RAM_whipSlot01,
000280,RAM_whipSlot02,
0002C0,RAM_whipSlot03,
000300,RAM_whipSlot04,
000340,RAM_whipSlot05,
000380,RAM_whipSlot06,
0003C0,RAM_whipSlot07,
000400,RAM_whipSlot08,
000440,RAM_subWepSlot00,
000480,RAM_subWepSlot01,
0004C0,RAM_subWepSlot02,
000500,RAM_sparkSlot,
000540,RAM_simonSlot,
000542,RAM_simonSlot_spritePriority,
000544,RAM_simonSlot_spriteAttributeFlipMirror,
000546,RAM_simonSlot_empty00,
000548,RAM_simonSlot_subXpos,
00054A,RAM_simonSlot_Xpos,
00054C,RAM_simonSlot_subYpos,
00054E,RAM_simonSlot_Ypos,
000550,RAM_simonSlot_empty01,
000552,RAM_simonSlot_State,
000554,RAM_simonSlot_empty02,
000556,RAM_simonSlot_StateBackUp,
000558,RAM_simonSlot_SpeedSubXpos,
00055A,RAM_simonSlot_SpeedXpos,
00055C,RAM_simonSlot_SpeedSubYpos,
00055E,RAM_simonSlot_SpeedYpos,
000560,RAM_simonSlot_AnimationCounter,
000562,RAM_simonSlot_SubAnimationCounter,
000566,RAM_simonSlot_SpriteAttributeSub_Pallete,
00056C,RAM_simonSlot_Collusion_Donno00,
00056E,RAM_simonSlot_forceCrouchFrameCounter,
000576,RAM_simonSlot_Collusion_Donno01,
000578,RAM_simonSlot_direction,
000580,RAM_eventSlot_Base,
000F00,RAM_OAM_Page,
